Threatened species,Year,Series,Value
Barbados,2017,Threatened Species: Total (number),56
Barbados,2018,Threatened Species: Total (number),57
Barbados,2019,Threatened Species: Total (number),58
Barbados,2020,Threatened Species: Total (number),62
Belarus,2004,Threatened Species: Vertebrates (number),10
Belarus,2010,Threatened Species: Vertebrates (number),10
Belarus,2016,Threatened Species: Vertebrates (number),14
Belarus,2017,Threatened Species: Vertebrates (number),15
Belarus,2018,Threatened Species: Vertebrates (number),15
Belarus,2019,Threatened Species: Vertebrates (number),15
Belarus,2020,Threatened Species: Vertebrates (number),15
Belarus,2004,Threatened Species: Invertebrates (number),8
Belarus,2010,Threatened Species: Invertebrates (number),6
Belarus,2016,Threatened Species: Invertebrates (number),9
Belarus,2017,Threatened Species: Invertebrates (number),9
Belarus,2018,Threatened Species: Invertebrates (number),10
Belarus,2019,Threatened Species: Invertebrates (number),10
Belarus,2020,Threatened Species: Invertebrates (number),10
Belarus,2004,Threatened Species: Plants (number),0
Belarus,2010,Threatened Species: Plants (number),0
Belarus,2016,Threatened Species: Plants (number),1
Belarus,2017,Threatened Species: Plants (number),1
Belarus,2018,Threatened Species: Plants (number),1
Belarus,2019,Threatened Species: Plants (number),3
Belarus,2020,Threatened Species: Plants (number),5
Belarus,2004,Threatened Species: Total (number),18
Belarus,2010,Threatened Species: Total (number),16
Belarus,2016,Threatened Species: Total (number),24
Belarus,2017,Threatened Species: Total (number),25
Belarus,2018,Threatened Species: Total (number),26
Belarus,2019,Threatened Species: Total (number),28
Belarus,2020,Threatened Species: Total (number),30
Belgium,2004,Threatened Species: Vertebrates (number),25
Belgium,2010,Threatened Species: Vertebrates (number),15
Belgium,2016,Threatened Species: Vertebrates (number),23
Belgium,2017,Threatened Species: Vertebrates (number),22
Belgium,2018,Threatened Species: Vertebrates (number),23
Belgium,2019,Threatened Species: Vertebrates (number),23
Belgium,2020,Threatened Species: Vertebrates (number),25
Belgium,2004,Threatened Species: Invertebrates (number),11
Belgium,2010,Threatened Species: Invertebrates (number),11
Belgium,2016,Threatened Species: Invertebrates (number),14
Belgium,2017,Threatened Species: Invertebrates (number),14
Belgium,2018,Threatened Species: Invertebrates (number),15
Belgium,2019,Threatened Species: Invertebrates (number),15
Belgium,2020,Threatened Species: Invertebrates (number),15
Belgium,2004,Threatened Species: Plants (number),0
Belgium,2010,Threatened Species: Plants (number),1
Belgium,2016,Threatened Species: Plants (number),1
Belgium,2017,Threatened Species: Plants (number),1
Belgium,2018,Threatened Species: Plants (number),1
Belgium,2019,Threatened Species: Plants (number),17
Belgium,2020,Threatened Species: Plants (number),26
Belgium,2004,Threatened Species: Total (number),36
Belgium,2010,Threatened Species: Total (number),27
Belgium,2016,Threatened Species: Total (number),38
Belgium,2017,Threatened Species: Total (number),37
Belgium,2018,Threatened Species: Total (number),39
Belgium,2019,Threatened Species: Total (number),55
Belgium,2020,Threatened Species: Total (number),66
Belize,2004,Threatened Species: Vertebrates (number),36
Belize,2010,Threatened Species: Vertebrates (number),48
Belize,2016,Threatened Species: Vertebrates (number),70
Belize,2017,Threatened Species: Vertebrates (number),69
Belize,2018,Threatened Species: Vertebrates (number),69
Belize,2019,Threatened Species: Vertebrates (number),73
Belize,2020,Threatened Species: Vertebrates (number),78
Belize,2004,Threatened Species: Invertebrates (number),1
Belize,2010,Threatened Species: Invertebrates (number),12
Belize,2016,Threatened Species: Invertebrates (number),12
Belize,2017,Threatened Species: Invertebrates (number),12
Belize,2018,Threatened Species: Invertebrates (number),12
Belize,2019,Threatened Species: Invertebrates (number),12
Belize,2020,Threatened Species: Invertebrates (number),12
Belize,2004,Threatened Species: Plants (number),30
Belize,2010,Threatened Species: Plants (number),32
Belize,2016,Threatened Species: Plants (number),36
Belize,2017,Threatened Species: Plants (number),36
Belize,2018,Threatened Species: Plants (number),43
Belize,2019,Threatened Species: Plants (number),46
Belize,2020,Threatened Species: Plants (number),53
Belize,2004,Threatened Species: Total (number),67
Belize,2010,Threatened Species: Total (number),92
Belize,2016,Threatened Species: Total (number),118
Belize,2017,Threatened Species: Total (number),117
Belize,2018,Threatened Species: Total (number),124
Belize,2019,Threatened Species: Total (number),131
Belize,2020,Threatened Species: Total (number),143
Benin,2004,Threatened Species: Vertebrates (number),17
Benin,2010,Threatened Species: Vertebrates (number),47
Benin,2016,Threatened Species: Vertebrates (number),66
Benin,2017,Threatened Species: Vertebrates (number),68
Benin,2018,Threatened Species: Vertebrates (number),70
Benin,2019,Threatened Species: Vertebrates (number),77
Benin,2020,Threatened Species: Vertebrates (number),82
Benin,2004,Threatened Species: Invertebrates (number),0
Benin,2010,Threatened Species: Invertebrates (number),1
Benin,2016,Threatened Species: Invertebrates (number),3
Benin,2017,Threatened Species: Invertebrates (number),3
Benin,2018,Threatened Species: Invertebrates (number),3
Benin,2019,Threatened Species: Invertebrates (number),3
Benin,2020,Threatened Species: Invertebrates (number),3
Benin,2004,Threatened Species: Plants (number),14
Benin,2010,Threatened Species: Plants (number),14
Benin,2016,Threatened Species: Plants (number),17
Benin,2017,Threatened Species: Plants (number),17
Benin,2018,Threatened Species: Plants (number),19
Benin,2019,Threatened Species: Plants (number),21
Benin,2020,Threatened Species: Plants (number),21
Benin,2004,Threatened Species: Total (number),31
Benin,2010,Threatened Species: Total (number),62
Benin,2016,Threatened Species: Total (number),86
Benin,2017,Threatened Species: Total (number),88
Benin,2018,Threatened Species: Total (number),92
Benin,2019,Threatened Species: Total (number),101
Benin,2020,Threatened Species: Total (number),106
Bermuda,2004,Threatened Species: Vertebrates (number),18
Bermuda,2010,Threatened Species: Vertebrates (number),18
Bermuda,2016,Threatened Species: Vertebrates (number),35
Bermuda,2017,Threatened Species: Vertebrates (number),36
Bermuda,2018,Threatened Species: Vertebrates (number),36
Bermuda,2019,Threatened Species: Vertebrates (number),39
Bermuda,2020,Threatened Species: Vertebrates (number),42
Bermuda,2004,Threatened Species: Invertebrates (number),25
Bermuda,2010,Threatened Species: Invertebrates (number),28
Bermuda,2016,Threatened Species: Invertebrates (number),28
Bermuda,2017,Threatened Species: Invertebrates (number),28
Bermuda,2018,Threatened Species: Invertebrates (number),28
Bermuda,2019,Threatened Species: Invertebrates (number),28
Bermuda,2020,Threatened Species: Invertebrates (number),30
Bermuda,2004,Threatened Species: Plants (number),4
Bermuda,2010,Threatened Species: Plants (number),4
Bermuda,2016,Threatened Species: Plants (number),8
Bermuda,2017,Threatened Species: Plants (number),8
Bermuda,2018,Threatened Species: Plants (number),8
Bermuda,2019,Threatened Species: Plants (number),8
Bermuda,2020,Threatened Species: Plants (number),8
Bermuda,2004,Threatened Species: Total (number),47
Bermuda,2010,Threatened Species: Total (number),50
Bermuda,2016,Threatened Species: Total (number),71
Bermuda,2017,Threatened Species: Total (number),72
Bermuda,2018,Threatened Species: Total (number),72
Bermuda,2019,Threatened Species: Total (number),75
Bermuda,2020,Threatened Species: Total (number),80
Bhutan,2004,Threatened Species: Vertebrates (number),40
Bhutan,2010,Threatened Species: Vertebrates (number),50
Bhutan,2016,Threatened Species: Vertebrates (number),54
Bhutan,2017,Threatened Species: Vertebrates (number),52
Bhutan,2018,Threatened Species: Vertebrates (number),51
Bhutan,2019,Threatened Species: Vertebrates (number),55
Bhutan,2020,Threatened Species: Vertebrates (number),55
Bhutan,2004,Threatened Species: Invertebrates (number),1
Bhutan,2010,Threatened Species: Invertebrates (number),1
Bhutan,2016,Threatened Species: Invertebrates (number),1
Bhutan,2017,Threatened Species: Invertebrates (number),1
Bhutan,2018,Threatened Species: Invertebrates (number),1
Bhutan,2019,Threatened Species: Invertebrates (number),1
Bhutan,2020,Threatened Species: Invertebrates (number),1
Bhutan,2004,Threatened Species: Plants (number),7
Bhutan,2010,Threatened Species: Plants (number),8
Bhutan,2016,Threatened Species: Plants (number),18
Bhutan,2017,Threatened Species: Plants (number),18
Bhutan,2018,Threatened Species: Plants (number),43
Bhutan,2019,Threatened Species: Plants (number),43
Bhutan,2020,Threatened Species: Plants (number),45
Bhutan,2004,Threatened Species: Total (number),48
Bhutan,2010,Threatened Species: Total (number),59
Bhutan,2016,Threatened Species: Total (number),73
Bhutan,2017,Threatened Species: Total (number),71
Bhutan,2018,Threatened Species: Total (number),95
Bhutan,2019,Threatened Species: Total (number),99
Bhutan,2020,Threatened Species: Total (number),101
Bolivia (Plurin. State of),2004,Threatened Species: Vertebrates (number),79
Bolivia (Plurin. State of),2010,Threatened Species: Vertebrates (number),90
Bolivia (Plurin. State of),2016,Threatened Species: Vertebrates (number),124
Bolivia (Plurin. State of),2017,Threatened Species: Vertebrates (number),124
Bolivia (Plurin. State of),2018,Threatened Species: Vertebrates (number),129
Bolivia (Plurin. State of),2019,Threatened Species: Vertebrates (number),129
Bolivia (Plurin. State of),2020,Threatened Species: Vertebrates (number),131
Bolivia (Plurin. State of),2004,Threatened Species: Invertebrates (number),1
Bolivia (Plurin. State of),2010,Threatened Species: Invertebrates (number),1
Bolivia (Plurin. State of),2016,Threatened Species: Invertebrates (number),3
Bolivia (Plurin. State of),2017,Threatened Species: Invertebrates (number),3
Bolivia (Plurin. State of),2018,Threatened Species: Invertebrates (number),3
Bolivia (Plurin. State of),2019,Threatened Species: Invertebrates (number),3
Bolivia (Plurin. State of),2020,Threatened Species: Invertebrates (number),3
Bolivia (Plurin. State of),2004,Threatened Species: Plants (number),70
Bolivia (Plurin. State of),2010,Threatened Species: Plants (number),72
Bolivia (Plurin. State of),2016,Threatened Species: Plants (number),104
Bolivia (Plurin. State of),2017,Threatened Species: Plants (number),104
Bolivia (Plurin. State of),2018,Threatened Species: Plants (number),104
Bolivia (Plurin. State of),2019,Threatened Species: Plants (number),112
Bolivia (Plurin. State of),2020,Threatened Species: Plants (number),162
Bolivia (Plurin. State of),2004,Threatened Species: Total (number),150
Bolivia (Plurin. State of),2010,Threatened Species: Total (number),163
Bolivia (Plurin. State of),2016,Threatened Species: Total (number),231
Bolivia (Plurin. State of),2017,Threatened Species: Total (number),231
Bolivia (Plurin. State of),2018,Threatened Species: Total (number),236
Bolivia (Plurin. State of),2019,Threatened Species: Total (number),244
Bolivia (Plurin. State of),2020,Threatened Species: Total (number),296
"Bonaire, St. Eustatius & Saba",2016,Threatened Species: Vertebrates (number),42
"Bonaire, St. Eustatius & Saba",2017,Threatened Species: Vertebrates (number),42
"Bonaire, St. Eustatius & Saba",2018,Threatened Species: Vertebrates (number),42
"Bonaire, St. Eustatius & Saba",2019,Threatened Species: Vertebrates (number),44
"Bonaire, St. Eustatius & Saba",2020,Threatened Species: Vertebrates (number),50
"Bonaire, St. Eustatius & Saba",2016,Threatened Species: Invertebrates (number),11
"Bonaire, St. Eustatius & Saba",2017,Threatened Species: Invertebrates (number),11
"Bonaire, St. Eustatius & Saba",2018,Threatened Species: Invertebrates (number),11
"Bonaire, St. Eustatius & Saba",2019,Threatened Species: Invertebrates (number),11
"Bonaire, St. Eustatius & Saba",2020,Threatened Species: Invertebrates (number),11
"Bonaire, St. Eustatius & Saba",2016,Threatened Species: Plants (number),3
"Bonaire, St. Eustatius & Saba",2017,Threatened Species: Plants (number),3
"Bonaire, St. Eustatius & Saba",2018,Threatened Species: Plants (number),3
"Bonaire, St. Eustatius & Saba",2019,Threatened Species: Plants (number),3
"Bonaire, St. Eustatius & Saba",2020,Threatened Species: Plants (number),6
"Bonaire, St. Eustatius & Saba",2016,Threatened Species: Total (number),56
"Bonaire, St. Eustatius & Saba",2017,Threatened Species: Total (number),56
"Bonaire, St. Eustatius & Saba",2018,Threatened Species: Total (number),56
"Bonaire, St. Eustatius & Saba",2019,Threatened Species: Total (number),58
"Bonaire, St. Eustatius & Saba",2020,Threatened Species: Total (number),67
Bosnia and Herzegovina,2004,Threatened Species: Vertebrates (number),29
Bosnia and Herzegovina,2010,Threatened Species: Vertebrates (number),44
Bosnia and Herzegovina,2016,Threatened Species: Vertebrates (number),51
Bosnia and Herzegovina,2017,Threatened Species: Vertebrates (number),51
Bosnia and Herzegovina,2018,Threatened Species: Vertebrates (number),50
Bosnia and Herzegovina,2019,Threatened Species: Vertebrates (number),50
Bosnia and Herzegovina,2020,Threatened Species: Vertebrates (number),55
Bosnia and Herzegovina,2004,Threatened Species: Invertebrates (number),10
Bosnia and Herzegovina,2010,Threatened Species: Invertebrates (number),22
Bosnia and Herzegovina,2016,Threatened Species: Invertebrates (number),36
